cod_tarif,regiao,cod_modelo,ano_modelo,sexo,idade,exposicao1,premio1,exposicao2,premio2,is_media,freq_sin1,indeniz1,freq_sin2,indeniz2,freq_sin3,indeniz3,freq_sin4,indeniz4,freq_sin9,indeniz9,envio
3,14,015088-6,2014,F,3,0.504109561443329,311.616973876953,0,0,35004.0009397515,0,0,0,0,0,0,0,0,0,0,2018A
1,06,005274-4,2009,F,2,0.4849315136671071,501.377143859863,0,0,23201.6999442864,0,0,0,0,0,0,0,0,0,0,2018A
1,27,052493-3,2010,F,5,0.504109561443329,445.923492431641,0,0,26591.9995875877,0,0,0,0,0,0,0,0,0,0,2018A
1,12,005406-2,2016,M,3,4.27671221643686,6559.831367492679,0,0,40846.4629027746,0,0,1,1984,0,0,0,0,0,0,2018A
5,10,811134-0,2017,M,1,3.2821916341781603,5091.90979003906,0,0,9293.14270578174,2,17180,0,0,0,0,0,0,8,455,2018A
1,18,005227-2,2011,F,2,3.41643822938204,5022.05791091919,0,0,15283.026475088,0,0,0,0,0,0,0,0,0,0,2018A
1,14,015105-0,2014,J,2,0.353424668312073,1028.82788085938,0,0,107995.99643409,0,0,0,0,0,0,0,0,0,0,2018A
1,13,001047-2,1994,J,3,0.542465724050999,22.7049174308777,0,0,534.898989578376,0,0,0,0,0,0,0,0,0,0,2018A
9,24,509246-9,2009,J,3,0.504109561443329,3102.03833007813,0,0,128967.996190861,0,0,0,0,0,0,0,0,0,0,2018A
3,16,999999-9,2014,M,5,398.09587977686897,831397.144180629,0,0,72549.03259065769,5,272106,19,147185,3,273470,0,0,40,83569,2018A
1,01,003281-6,2005,F,3,3.96164368093014,3741.415355682371,0,0,16003.1348409136,0,0,0,0,0,0,0,0,1,881,2018A
1,08,002124-5,2015,M,2,1.01095885038376,1025.44671630859,0,0,41354.0976467588,0,0,0,0,0,0,0,0,0,0,2018A
2,15,025202-6,2015,0,0,0.0,0.0,0,0,0.0,0,0,1,13363,0,0,0,0,0,0,2018A
3,01,022102-3,2008,M,3,1.0082191228866602,2601.63940429688,0,0,51269.000503337,0,0,1,755,0,0,0,0,0,0,2018A
1,29,003310-3,2009,F,2,1.01095886528492,885.103652954102,0,0,17811.7753217326,0,0,0,0,0,0,0,0,0,0,2018A
4,41,515091-4,2009,J,0,0.44109588861465504,959.841552734375,0,0,116931.00409128699,0,0,0,0,0,0,0,0,0,0,2018A
4,37,509303-1,2014,J,4,0.473972596228123,2331.49182128906,0,0,125018.695212403,0,0,0,0,0,0,0,0,0,0,2018A
2,38,011095-7,2013,M,1,0.131506845355034,242.626541137695,0,0,34659.0018473079,0,0,0,0,0,0,0,0,0,0,2018A
2,11,021242-3,2013,J,2,0.180821910500526,1514.93444824219,0,0,96284.99915638991,0,0,0,0,0,0,0,0,0,0,2018A
3,38,015068-1,2008,M,3,0.41643837094306896,655.603332519531,0,0,46097.0023088947,0,0,0,0,0,0,0,0,0,0,2018A
1,28,005405-4,2016,M,4,0.7643835246562959,742.312896728516,0,0,45533.0399514513,0,0,0,0,0,0,0,0,0,0,2018A
1,13,015096-7,2016,F,2,0.31232875585556,304.622955322266,0,0,55.9999984732845,0,0,0,0,0,0,0,0,0,0,2018A
1,19,004246-3,2006,M,5,2.30136980116367,1966.00183105469,0,0,23537.0132842805,0,0,0,0,0,0,0,0,0,0,2018A
1,00,014036-8,2003,F,2,0.40273973345756503,672.34423828125,0,0,16624.0004439938,0,0,0,0,0,0,0,0,0,0,2018A
1,06,005094-6,2013,M,2,0.504109561443329,860.1748657226559,0,0,29013.9991257521,0,0,0,0,0,0,0,0,0,0,2018A
1,12,015090-8,2014,J,0,0.504109561443329,1084.39343261719,0,0,41633.0007506898,0,0,0,0,0,0,0,0,0,0,2018A
1,39,004425-3,2014,M,4,6.2410957319662,7316.151336669921,0,0,27825.7611964495,0,0,0,0,0,0,0,0,0,0,2018A
3,11,073009-2,2014,F,3,0.575342439115047,844.6994476318359,0,0,40978.7376732192,0,0,0,0,0,0,0,0,0,0,2018A
1,19,003270-0,2009,J,5,0.504109591245651,541.926040649414,0,0,28030.2713113736,0,0,0,0,0,0,0,0,0,0,2018A
1,11,073011-4,2018,M,3,1.8164383322000501,3214.48303222656,0,0,29721.7903626912,0,0,0,0,0,0,0,0,0,0,2018A
1,15,011081-7,2010,F,5,0.504109561443329,511.781433105469,0,0,25912.0006914528,0,0,0,0,0,0,0,0,0,0,2018A
1,16,052493-3,2012,M,4,0.619178056716919,611.885238647461,0,0,30598.9371298884,0,0,0,0,0,0,0,0,0,0,2018A
3,39,022139-2,2016,F,2,0.45479452610015897,1915.80322265625,0,0,165232.000524234,0,0,0,0,0,0,0,0,0,0,2018A
1,19,004318-4,2007,M,3,5.31506823981181,4735.60598480701,0,0,12699.401121070501,0,0,1,4070,0,0,0,0,10,17200,2018A
1,13,005280-9,2017,F,5,21.706848841160497,25176.1700401306,0,0,51332.7260802138,0,0,3,11101,0,0,0,0,2,1236,2018A
1,16,011117-1,2015,F,2,16.339725680183598,19951.8699140549,0,0,37293.9882452838,0,0,1,911,0,0,0,0,0,0,2018A
1,18,001471-0,2017,F,5,1.60821911692619,3555.39068603516,0,0,49695.846911652,1,7907,0,0,0,0,0,0,0,0,2018A
3,38,025185-2,2015,F,2,0.841095864772797,974.466796875,0,0,52795.5840954382,0,0,0,0,0,0,0,0,0,0,2018A
2,30,021193-1,2009,M,4,0.504109561443329,935.6273803710941,0,0,55994.0010804541,0,0,0,0,0,0,0,0,0,0,2018A
5,11,827101-1,2017,M,4,1.4465752989053702,4581.317276000979,0,0,60149.1758345104,0,0,0,0,0,0,0,0,0,0,2018A
5,05,811136-7,2016,J,0,0.506849318742752,152.806011199951,0,0,9102.00005938717,0,0,0,0,0,0,0,0,0,0,2018A
1,01,024126-1,2010,M,4,1.27397256530821,1799.0765104293803,0,0,23319.5310390013,0,0,0,0,0,0,0,0,0,0,2018A
1,13,004359-1,2009,M,5,4.17808200791478,2625.16330289841,0,0,18694.6829305963,0,0,0,0,1,18388,0,0,1,326,2018A
3,30,001289-0,2015,J,2,0.22465753555297896,628.666687011719,0,0,76175.9968417098,0,0,0,0,0,0,0,0,0,0,2018A
5,11,825040-5,2016,F,3,7.35616419091821,3535.5062894821203,0,0,6557.26032381746,0,0,0,0,0,0,0,0,14,932,2018A
1,11,005141-1,2003,M,4,1.5178081728518,1869.91801452637,0,0,19419.5415350807,0,0,0,0,0,0,0,0,0,0,2018A
1,13,003145-3,2005,M,2,7.98904080688953,4958.5844669342,0,0,11107.4894816926,0,0,0,0,0,0,0,0,3,685,2018A
1,03,024183-0,2012,F,3,0.5041095763444899,309.989456176758,0,0,22833.075605861402,0,0,0,0,0,0,0,0,0,0,2018A
1,14,004083-5,1999,M,5,0.5041095986962321,353.972606658936,0,0,13565.7500562995,0,0,0,0,0,0,0,0,0,0,2018A
1,19,001439-7,2015,M,5,0.504109561443329,948.1530151367191,0,0,31716.0000326335,0,0,0,0,0,0,0,0,0,0,2018A
2,13,004477-6,2018,F,4,0.126027390360832,119.913749694824,0,0,93034.9979813315,0,0,0,0,0,0,0,0,0,0,2018A
5,17,827101-1,2017,M,4,0.504109561443329,1160.80871582031,0,0,69439.9984941274,0,0,1,19929,0,0,0,0,0,0,2018A
1,39,002111-3,2017,F,3,51.92328637233,118350.5711236,0,0,76180.592864859,1,84910,7,25471,0,0,0,0,1,321,2018A
3,27,001451-6,2017,M,3,1.61095887050033,3633.2294464111296,0,0,58137.845814854,0,0,0,0,0,0,0,0,0,0,2018A
3,09,015085-1,2013,F,5,0.400000004563481,528.153008699417,0,0,56903.280524513495,0,0,0,0,0,0,0,0,0,0,2018A
2,03,021054-4,1999,M,4,0.20273973047733299,3.8415300846099902,0,0,0.0,0,0,0,0,0,0,0,0,0,0,2018A
1,36,001313-7,2015,F,4,0.504109561443329,761.6393432617191,0,0,44144.9988607819,0,0,0,0,0,0,0,0,0,0,2018A
3,07,033042-6,2009,F,4,0.50684928894043,1499.83337402344,0,0,52108.465471240095,0,0,0,0,0,0,0,0,0,0,2018A
4,20,516179-7,2015,J,0,3.44383555650711,21643.2299499512,0,0,210515.210070108,0,0,0,0,0,0,0,0,0,0,2018A
9,13,506108-3,2014,J,0,0.295890405774117,2998.8360290527303,0,0,241575.623219955,0,0,0,0,0,0,0,0,0,0,2018A
3,03,014532-2,2017,M,4,0.139726027846336,190.762298583984,0,0,111334.001633597,0,0,0,0,0,0,0,0,0,0,2018A
3,03,015073-8,2010,J,0,2.4986300840973903,4131.91255187988,0,0,54900.9606374309,0,0,0,0,0,0,0,0,0,0,2018A
3,08,005094-6,2004,M,2,0.0301369857043028,29.6639347076416,0,0,17491.0006849954,0,0,0,0,0,0,0,0,0,0,2018A
2,19,073006-8,2012,F,2,0.504109606146812,528.679458618164,0,0,20037.347846746397,0,0,0,0,0,0,0,0,1,334,2018A
2,36,011089-2,2008,J,0,0.504109561443329,620.37158203125,0,0,34993.0015017342,0,0,0,0,0,0,0,0,0,0,2018A
1,37,001277-7,2013,M,4,0.504109561443329,579.6502685546881,0,0,39736.9982904043,0,0,0,0,0,0,0,0,0,0,2018A
1,30,003281-6,2013,F,5,0.50684928894043,452.305999755859,0,0,34487.3265772292,0,0,0,0,0,0,0,0,0,0,2018A
1,09,004234-0,2004,M,0,0.41095890291035203,413.524599075317,0,0,19660.0005822731,0,0,0,0,0,0,0,0,0,0,2018A
1,27,001344-7,2014,F,0,0.0,0.0,0,0,0.0,0,0,1,5478,0,0,0,0,0,0,2018A
1,18,002122-9,2013,J,0,0.506849303841591,477.30873298644997,0,0,27858.4059696924,0,0,0,0,0,0,0,0,0,0,2018A
1,23,053082-2,2011,F,2,1.01643830258399,1115.3087806701699,0,0,24523.408873775297,0,0,0,0,0,0,0,0,0,0,2018A
1,27,014040-6,2014,F,4,14.2657530084252,18195.9182739258,0,0,44013.0977964489,0,0,4,23876,0,0,0,0,1,334,2018A
2,18,077002-7,2010,M,4,0.186301365494728,454.262298583984,0,0,20855.9996883816,1,19810,0,0,0,0,0,0,0,0,2018A
1,19,011079-5,2009,F,4,0.5068493336439129,524.1885223388671,0,0,21717.1899636983,0,0,0,0,0,0,0,0,0,0,2018A
5,13,811133-2,2018,F,1,3.7013698299415396,3410.50002551079,0,0,11555.721728538101,0,0,0,0,0,0,0,0,2,811,2018A
5,13,810030-6,2005,M,2,0.465753436088562,779.39892578125,0,0,33525.9998090618,0,0,0,0,0,0,0,0,0,0,2018A
3,14,033040-0,2009,M,4,0.484931498765945,1075.578125,0,0,47376.0011317878,0,0,0,0,0,0,0,0,0,0,2018A
2,18,024188-1,2013,M,4,0.504109561443329,578.9329833984381,0,0,36868.000808271405,0,0,0,0,0,0,0,0,0,0,2018A
2,03,022124-4,2012,M,1,0.23013699054717998,612.39453125,0,0,43795.0004708554,0,0,0,0,0,0,0,0,0,0,2018A
1,03,005225-6,2015,M,2,0.504109561443329,534.9071044921881,0,0,49667.99917375651,0,0,0,0,0,0,0,0,0,0,2018A
3,07,015068-1,2008,F,4,0.695890381932259,1144.70492553711,0,0,46768.715675726504,0,0,0,0,0,0,0,0,0,0,2018A
1,15,013285-5,2013,M,2,0.504109561443329,642.4918212890631,0,0,30779.9997744029,0,0,0,0,0,0,0,0,0,0,2018A
3,02,004300-1,2010,M,5,11.1123284231871,17971.3480834961,0,0,54337.351778119504,0,0,3,6246,0,0,0,0,0,0,2018A
1,11,025129-1,2010,F,3,2.96164374798536,3983.99349212646,0,0,26514.2086012659,0,0,0,0,0,0,0,0,0,0,2018A
2,11,021301-2,2015,M,5,0.649315059185028,1696.6262207031302,0,0,125926.629120926,0,0,0,0,0,0,0,0,0,0,2018A
2,13,021239-3,2012,F,2,4.69863001722842,14234.286016464199,0,0,67067.4199172221,0,0,0,0,0,0,0,0,0,0,2018A
2,01,005272-8,2011,M,5,3.0520546734333,5484.795104980471,0,0,39092.6450329963,0,0,0,0,0,0,0,0,0,0,2018A
1,07,005227-2,2007,J,0,3.83013686165214,3397.98786592484,0,0,12503.874641523998,0,0,0,0,0,0,0,0,0,0,2018A
2,16,008205-8,2016,F,4,0.504109561443329,922.513671875,0,0,121096.00176788699,0,0,0,0,0,0,0,0,0,0,2018A
1,13,011094-9,2011,J,0,1.51506841182709,2333.61471557617,0,0,28935.271617707203,0,0,0,0,0,0,0,0,0,0,2018A
1,23,015133-5,2017,F,2,0.958904104307294,1452.4507942199698,0,0,56464.781309898,0,0,0,0,0,0,0,0,1,524,2018A
1,11,005276-0,2013,M,2,38.7643827502616,64682.8148531914,0,0,28652.3941667506,1,28631,2,4908,0,0,0,0,13,1662,2018A
1,01,025081-3,2006,M,5,1.7671232521534,1130.57102966309,0,0,9565.502313499,0,0,0,0,0,0,0,0,0,0,2018A
3,41,003295-6,2011,M,4,2.24931505694985,5247.07975769043,0,0,56556.083724481905,0,0,0,0,0,0,0,0,0,0,2018A
1,11,001424-9,2015,F,4,22.090410098433498,32734.1659622192,0,0,27728.075618979303,0,0,1,1973,0,0,0,0,8,1219,2018A
3,41,004322-2,2015,M,0,0.506849318742752,1362.71084594727,0,0,69725.9683765095,0,0,0,0,0,0,0,0,0,0,2018A
2,18,009041-7,2000,J,2,0.38082191348075894,513.347961425781,0,0,32975.9999461586,0,0,0,0,0,0,0,0,0,0,2018A
3,05,028066-6,2017,M,2,0.504109561443329,1288.50415039063,0,0,84767.0005433012,0,0,0,0,0,0,0,0,0,0,2018A
1,38,011087-6,2013,F,3,0.0,0.0,0,0,0.0,0,0,1,14235,0,0,0,0,0,0,2018A
1,02,001377-3,2012,F,5,1.99452048912644,1588.84162139893,0,0,29706.0567641185,0,0,0,0,1,4375,0,0,0,0,2018A
3,21,083001-1,2017,F,4,0.334246575832367,2450.0,0,0,258966.003718797,0,0,0,0,0,0,0,0,0,0,2018A
1,02,001020-0,1997,F,3,0.8301369696855551,537.5012435913089,0,0,7674.10553734693,0,0,0,0,0,0,0,0,0,0,2018A
1,27,001319-6,2015,F,4,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,1,428,2018A
1,09,005277-9,2009,M,2,6.27945182938129,8059.1064581871,0,0,21726.4193520337,0,0,2,3302,0,0,0,0,1,55,2018A
1,07,032816-6,2013,M,5,0.504109561443329,542.9508056640631,0,0,33612.0005557162,0,0,0,0,0,0,0,0,0,0,2018A
1,30,022156-2,2016,M,5,0.254794508218765,780.336059570313,0,0,107511.99854494199,0,0,0,0,0,0,0,0,0,0,2018A
1,00,023092-8,2014,F,4,0.504109561443329,518.590759277344,0,0,39020.000756246896,0,0,0,0,0,0,0,0,0,0,2018A
3,03,005386-4,2016,F,4,2.27671226486564,2175.4562816619896,0,0,27632.250695754,0,0,0,0,0,0,0,0,0,0,2018A
1,12,005408-9,2015,M,4,0.273972600698471,358.645172119141,0,0,497.00000141412005,0,0,0,0,0,0,0,0,0,0,2018A
1,08,005001-6,2003,M,4,2.00273962877691,1133.35384559631,0,0,11056.1709472594,0,0,0,0,0,0,0,0,0,0,2018A
1,27,024146-6,2013,F,4,11.775342192500801,11400.450487136799,0,0,22410.799732928703,0,0,1,880,0,0,0,0,2,362,2018A
1,11,003435-5,2018,F,5,0.723287662491202,1070.07671737671,0,0,45480.7779156265,0,0,0,0,0,0,0,0,0,0,2018A
1,03,004258-7,2006,F,3,0.504109561443329,581.158447265625,0,0,19784.999888975,0,0,0,0,0,0,0,0,0,0,2018A
1,18,003281-6,2013,J,4,0.263013690710068,1030.29504394531,0,0,33672.999823801496,0,0,0,0,0,0,0,0,0,0,2018A
3,0 ,015105-0,2015,0,0,2.28767122328281,4796.2922668457,0,0,113570.48471094099,0,0,1,7638,0,0,0,0,0,0,2018A
4,41,999999-9,2007,F,4,1.0109588913619498,2658.65020751953,0,0,61457.060034948896,0,0,0,0,0,0,0,0,4,1230,2018A
4,14,509287-6,2016,M,5,0.383561640977859,2417.486328125,0,0,171313.99374290698,0,0,0,0,0,0,0,0,0,0,2018A
1,8 ,014049-0,2008,M,0,0.805479466915131,302.602752685547,0,0,32973.8895981361,0,0,0,0,0,0,0,0,0,0,2018A
4,16,509081-4,1994,F,4,0.301369875669479,2031.39343261719,0,0,64.0,0,0,0,0,0,0,0,0,0,0,2018A
1,16,005225-6,2005,F,4,6.331506688613441,5815.32239890099,0,0,22248.658785005802,0,0,0,0,0,0,0,0,0,0,2018A
2,27,008185-0,2016,M,3,0.41095891594886796,2623.36059570313,0,0,144.000003480911,0,0,0,0,0,0,0,0,0,0,2018A
1,29,073009-2,2015,F,4,0.484931498765945,1170.54699707031,0,0,43803.0013149905,0,0,0,0,0,0,0,0,0,0,2018A
1,25,001378-1,2014,M,4,20.317807521671103,20802.3660850525,0,0,32908.1853669758,0,0,1,1181,0,0,0,0,0,0,2018A
3,07,003294-8,2007,M,5,0.50684928894043,1825.32873535156,0,0,41194.1171467816,0,0,0,0,0,0,0,0,0,0,2018A
3,21,002104-0,2009,F,5,0.917808204889297,2052.18572998047,0,0,28628.193631016802,0,0,0,0,0,0,0,0,0,0,2018A
1,05,004370-2,2016,J,0,0.0438356166705489,38.4043703079224,0,0,35713.0005852155,0,0,0,0,0,0,0,0,0,0,2018A
1,16,999999-9,2000,M,4,8.56986272893846,4109.877606093879,0,0,6052.19620934125,0,0,0,0,0,0,0,0,5,11725,2018A
3,20,022104-0,2012,J,0,0.627397246658802,2272.2874450683603,0,0,72348.4421084675,0,0,0,0,0,0,0,0,0,0,2018A
1,04,001249-1,2010,M,4,1.4849315406754602,1226.7394733428998,0,0,24354.8836695658,0,0,0,0,0,0,0,0,0,0,2018A
1,40,005227-2,2012,M,4,0.504109561443329,440.393432617188,0,0,21.0000001182375,0,0,0,0,0,0,0,0,0,0,2018A
3,13,003295-6,2010,M,2,4.0054793395102,8233.31966018677,0,0,51043.60801119389,0,0,0,0,0,0,0,0,0,0,2018A
1,01,004438-5,2017,J,0,0.504109561443329,290.076507568359,0,0,54020.998679642005,0,0,0,0,0,0,0,0,0,0,2018A
1,13,001180-0,2005,M,1,0.10684931278228801,143.426223754883,0,0,18034.9998850853,0,0,0,0,0,0,0,0,0,0,2018A
5,30,827074-0,2014,M,4,0.561643809080124,256.025798797607,0,0,4997.03429445932,0,0,0,0,0,0,0,0,0,0,2018A
1,19,001293-9,2016,M,5,0.21643835306167603,274.557373046875,0,0,46478.0013708842,0,0,0,0,0,0,0,0,0,0,2018A
1,01,001267-0,2012,J,5,0.263013698160648,411.639335632324,0,0,21122.7181239475,0,0,0,0,0,0,0,0,0,0,2018A
1,30,014049-0,2009,M,5,4.054794300347569,5073.78311157227,0,0,35735.3022604223,0,0,0,0,0,0,0,0,0,0,2018A
1,38,015096-7,2014,M,2,1.96712322533131,2237.87155151367,0,0,16695.1516096052,0,0,0,0,0,0,0,0,0,0,2018A
3,26,003380-4,2014,M,3,0.504109561443329,528.37158203125,0,0,25268.0008366484,0,0,0,0,0,0,0,0,0,0,2018A
1,02,004342-7,2012,F,4,2.14794512093067,1691.1482086181602,0,0,22704.4751178764,0,0,0,0,0,0,0,0,0,0,2018A
1,27,005147-0,2000,F,4,0.131506845355034,83.6383590698242,0,0,9404.0004255958,0,0,0,0,0,0,0,0,0,0,2018A
1,11,017025-9,2011,0,0,1.2931506633758503,1601.96444702148,0,0,73888.4275798061,0,0,0,0,0,0,0,0,0,0,2018A
1,27,004332-0,2010,M,5,1.0082191228866602,456.480884552002,0,0,9638.50007336636,0,0,0,0,0,0,0,0,0,0,2018A
1,23,012696-6,2010,M,5,0.00821917783468962,7.745901584625241,0,0,18935.9999954676,0,0,0,0,0,0,0,0,0,0,2018A
3,15,012823-3,2013,M,5,0.210958898067474,477.35791015625,0,0,55672.000630632596,0,0,0,0,0,0,0,0,0,0,2018A
1,32,002108-3,2013,F,4,0.504109561443329,1055.23498535156,0,0,50047.0012962375,0,0,0,0,0,0,0,0,0,0,2018A
3,36,004413-0,2017,F,4,0.21643835306167603,657.901611328125,0,0,106.99999697072599,0,0,0,0,0,0,0,0,0,0,2018A
1,18,001309-9,2010,M,4,0.942465715110302,1909.63932800293,0,0,21077.1750888076,0,0,0,0,0,0,0,0,0,0,2018A
1,13,003387-1,2015,0,4,0.504109561443329,463.864990234375,0,0,38996.998409114705,0,0,0,0,0,0,0,0,0,0,2018A
9,06,513151-0,2008,J,3,0.123287670314312,1613.603515625,0,0,255155.992569463,0,0,0,0,0,0,0,0,0,0,2018A
1,08,999999-9,2002,M,5,43.7890397449955,29051.780943497997,0,0,10711.2522614749,0,0,1,1956,2,19601,0,0,30,11623,2018A
4,40,509279-5,2012,J,0,1.0109588801860798,2413.83053588867,0,0,95475.8150293005,0,0,0,0,0,0,0,0,0,0,2018A
1,02,004247-1,2010,F,4,1.96986295282841,1689.38236999512,0,0,34370.5747042604,0,0,0,0,0,0,0,0,0,0,2018A
4,17,516179-7,2014,M,3,0.504109561443329,4279.2568359375,0,0,223235.00096942898,0,0,0,0,0,0,0,0,0,0,2018A
1,07,003269-7,2011,M,3,1.90684922784567,2412.4445209503197,0,0,30464.3120367012,0,0,0,0,0,0,0,0,0,0,2018A
1,15,005001-6,1996,J,0,0.528767108917236,315.10381126403803,0,0,7708.704554492951,0,0,0,0,0,0,0,0,0,0,2018A
1,  ,004320-6,2011,M,3,1.21095886826515,1113.60931396484,0,0,19255.441265884197,0,0,0,0,0,0,0,0,0,0,2018A
5,12,827077-5,2013,M,3,0.400000005960464,319.923492431641,0,0,21576.9991901964,0,0,0,0,0,0,0,0,0,0,2018A
3,11,057033-8,2014,0,5,0.0547945201396942,196.969299316406,0,0,194508.00242576,0,0,0,0,0,0,0,0,0,0,2018A
2,05,003376-6,2013,M,3,5.01917794719338,10968.1957836151,0,0,74177.5492252446,0,0,0,0,0,0,0,0,1,85,2018A
1,12,004003-7,1997,M,3,0.627397231757641,381.937173843384,0,0,11033.7033751647,0,0,0,0,0,0,0,0,0,0,2018A
1,40,025174-7,2014,J,0,0.506849318742752,175.674865722656,0,0,45020.580174058494,0,0,0,0,0,0,0,0,0,0,2018A
3,18,001291-2,2014,F,3,0.504109561443329,788.427368164063,0,0,30562.0005214273,0,0,0,0,0,0,0,0,1,402,2018A
1,19,003145-3,2007,F,5,2.33150676637888,1585.88771057129,0,0,12374.884817665701,0,0,0,0,0,0,0,0,2,736,2018A
3,19,999999-9,2016,J,0,101.257531092502,259717.880965471,0,0,72344.035509395,0,0,0,0,0,0,0,0,0,0,2018A
2,11,029085-8,2011,M,2,0.602739697787911,3303.68927001953,0,0,60244.5131097767,0,0,0,0,0,0,0,0,0,0,2018A
3,14,002091-5,2011,M,5,1.4191780313849398,3672.1120300293,0,0,55490.062352633606,0,0,0,0,0,0,0,0,0,0,2018A
5,31,811141-3,2017,M,2,3.56986291706562,3912.2458906173706,0,0,12928.4765236735,0,0,0,0,0,0,0,0,0,0,2018A
